item,label,lon,lat
Q7137290,Paris Gibson Square Museum of Art,-111.283 , 47.5059
Q7186990,Phoenix Cinema and Arts Centre,-1.1249 , 52.6359
Q7195358,Pine Street Art Works,-73.2148 , 44.468
Q7201008,Plane Space,-74.0052 , 40.7345
Q7202272,Platform Gallery,-122.33 , 47.6011
Q7231961,Portland Institute for Contemporary Art,-122.68152 , 45.52179
Q7236419,Power Station of Art,121.4938 , 31.2031
Q7249003,Project Arts Centre,-6.26624 , 53.345
Q7251699,Proteus Gowanus,-73.9876 , 40.6793
Q7270943,Queensland Gallery of Modern Art,153.017 , -27.4706
Q7296420,Raven Row,-0.0777 , 51.5185
Q7338883,Rivington Arms,-73.9836 , 40.7187
Q7338890,Rivington Place,-0.0794 , 51.5263
Q7353489,Robsart Art Works,-109.17 , 49.23
Q7353972,Rochester Contemporary Art Center,-77.601 , 43.1567
Q7370153,Rosy Wilde,-0.1333 , 51.5124
Q7390499,SITE Santa Fe,-105.566 , 35.4054
Q7397915,Sadie Coles HQ,-0.1516 , 51.5086
Q7412332,Samuel P. Harn Museum of Art,-82.37 , 29.6369
Q7419961,Santa Teresa la Antigua,-99.13071111 , 19.43385556
Q7432898,Schroeder Romero & Shredder,-74.004 , 40.7502
Q7438190,Scottsdale Museum of Contemporary Art,-111.923034 , 33.491709
Q7439449,SculptureCenter,-73.941 , 40.7468
Q7492685,Sheffield Institute of Arts Gallery,-1.469 , 53.376
Q7538442,Slade Centre for Electronic Media in Fine Art,-0.1303 , 51.5233
Q7554869,Soil Art Gallery,-122.33 , 47.6011
Q7559753,Somerhill Gallery,-78.8996 , 35.9914
Q7569107,Southampton City Art Gallery,-1.4065 , 50.9085
Q7572748,Spacex,-3.5337 , 50.7201
Q7572983,Spalding House,-157.83277778 , 21.31194444
Q7575299,Spectrum London,-0.141111 , 51.5194
Q7576405,Sperone Westwater Gallery,-73.9926 , 40.7232
Q7597231,Staley-Wise Gallery,-73.9978 , 40.7239
Q7604262,Station Museum of Contemporary Art,-95.3756 , 29.7349
Q7609411,Stephen Haller Gallery,-74.0048 , 40.7503
Q7619980,Storefront for Art and Architecture,-73.9972 , 40.7214
Q7632482,Subway Gallery,-0.168889 , 51.52
Q7636969,Sumarria Lunn Gallery,-0.147778 , 51.5133
Q7659255,Swope Art Museum,-87.4073 , 39.4657
Q7680116,Talley Dunn Gallery,-96.7848 , 32.8285
Q7683979,Tanya Bonakdar Gallery,-74.0063 , 40.747
Q7691494,Team Gallery,-74.0025 , 40.7217
Q7714092,The Approach Gallery,-0.0516 , 51.5313
Q7714351,The Art Gallery at the University of Maryland,-76.9475 , 38.9853
Q7718158,The Biscuit Factory,-1.59778 , 54.9692
Q7727449,"The Contemporary Museum, Honolulu",-157.833 , 21.3119
Q7728508,"Customs House, South Shields",-1.443 , 54.993
Q7728754,The Dallas Contemporary,-96.8223 , 32.7905
Q7730763,The Douglas Hyde Gallery,-6.25773 , 53.3433
Q7742457,The Invisible Dog Art Center,-73.9912 , 40.6872
Q7745022,The Lab,-122.419 , 37.765
Q7750509,The Marylhurst Art Gym,-122.648 , 45.3985
Q7753156,The National Centre for Craft & Design,-0.407356 , 52.998679
Q7754256,The Noble Sage Art Gallery,-0.1589 , 51.4906
Q7758681,The Public,-1.99305 , 52.5189
Q7797786,Three Shadows Photography Art Centre,116.497 , 39.9972
Q7800521,Tibor de Nagy Gallery,-73.9744 , 40.7626
Q7807561,Timothy Taylor Gallery,-0.1497 , 51.5105
Q7814356,Tollbooth Gallery,-122.44 , 47.2535
Q7830109,Towner Gallery,0.2785 , 50.7666
Q7832477,Traffic Zone Center for Visual Art,-93.274353 , 44.983439
Q7833249,Tramway,-4.26721 , 55.8408
Q7834399,Transition Gallery,-0.0611 , 51.5355
Q7845187,Trolley Gallery,-0.0739 , 51.5245
Q7847750,Trumbullplex,-83.0753 , 42.3469
Q7894833,University Museum of Contemporary Art,-72.5258 , 42.3882
Q7899870,Urban Center,-73.975008333 , 40.758236111
Q7962595,Wall Drug,-102.241795 , 43.993231
Q8330,Contemporary Arts Museum of Lyon,4.8525 , 45.78416667
Q27185,House at the Stone Bell,14.422 , 50.0878
Q93425,Hiroshima City Museum of Contemporary Art,132.473365 , 34.38638
Q93691,Contemporary Arts Museum Houston,-95.3915 , 29.7264
Q118142,Museum of Contemporary Art,-87.6212 , 41.8972
Q124302,Chelsea Art Museum,-74.007 , 40.74783333
Q129415,Carnegie International,-79.9495 , 40.4435
Q130898,Palace of Iturbide,-99.13886667 , 19.43376389
Q202481,Rostock Art Gallery,12.0878 , 54.0986
Q247518,State Museum of Contemporary Art,22.93099881 , 40.65811711
Q286389,McNay Art Museum,-98.4562 , 29.4858
Q338367,Accademia Carrara,9.675583 , 45.703861
Q357917,Es Baluard,2.64138889 , 39.57
Q373379,Southeastern Center for Contemporary Art,-80.28991 , 36.11995
Q375712,Generali Foundation,16.3677 , 48.1971
Q430682,Tate,-0.127 , 51.491
Q439730,Altes Theater,9.614874 , 47.781513
Q496040,Dublin City Gallery The Hugh Lane,-6.264722222 , 53.354166666
Q509930,Luhring Augustine Gallery,-74.005 , 40.7491
Q543597,Mayoral Gallery,2.16391 , 41.3895
Q583055,Bunkamura,139.695 , 35.660833
Q588474,Massachusetts Museum of Contemporary Art,-73.116389 , 42.701389
Q591086,Serpentine Gallery,-0.17505 , 51.5047
Q612774,Kunsthalle Bern,7.4494 , 46.9443
Q614652,Kunsthalle Basel,7.590833 , 47.553889
Q665622,Museum of Contemporary Art,7.60138 , 47.5546
Q666572,Schaulager,7.610277777 , 47.528333333
Q673346,Arken Museum of Modern Art,12.3875 , 55.606111
Q683970,Centre d’Art Contemporain Genève,6.1376 , 46.1992
Q690242,Museum of Contemporary Art,151.209 , -33.86
Q705767,Art Tower Mito,140.46599722 , 36.38029444
Q705846,The Art of This Century gallery,-73.975833333 , 40.763527777
Q761048,Astrup Fearnley Museum of Modern Art,10.74416667 , 59.9075
Q779736,Hayward Gallery,-0.115556 , 51.5061
Q781373,Australian Centre for Contemporary Art,144.967 , -37.8265
Q833223,Skulpturenpark Köln,6.970972 , 50.955778
Q931081,Alexandria Museum of Art,-92.4442 , 31.3122
Q951698,Galerie Patrick Seguin,2.3754 , 48.8538
Q1023021,Centre for Contemporary Arts,-4.264997222 , 55.865863888
Q1051928,Kröller-Müller Museum,5.816944444 , 52.095833333
Q1134646,Museum of Contemporary Art,-118.250833333 , 34.053333333
Q1139848,MoMA PS1,-73.948 , 40.7454
Q1142398,Museo de la Secretaría de Hacienda y Crédito Público,-99.13129167 , 19.43359167
Q1156823,New Museum,-73.992916666 , 40.722361111
Q1159841,Daniel-Pöppelmann-Haus,8.66345 , 52.1153
Q1180081,De La Warr Pavilion,0.471 , 50.837
Q1189960,Denver Art Museum,-104.989722222 , 39.737222222
Q1207917,Dia:Beacon,-73.9825 , 41.4997
Q1265526,Dundee Contemporary Arts,-2.9748 , 56.4571
Q1299089,Fotohof,13.030278 , 47.810898
Q1311497,Saatchi Gallery,-0.1589 , 51.4906
Q1391123,Q1391123,11.5856 , 48.1376
Q1391289,Turner Contemporary,1.381 , 51.39
Q1392715,291,-73.9861 , 40.7464
Q1410617,Louisiana Museum of Modern Art,12.543055555 , 55.969444444
Q1421391,Palazzo Riso,13.36 , 38.11527778
Q1423414,White Cube,-0.081864 , 51.4997
Q1463961,İstanbul Modern,28.982944 , 41.026
Q1479755,Skulpturenpark Artpark,14.3041 , 48.2919
Q1491848,Galerie Atrium ed Arte,16.351083 , 48.206219
Q1491850,Galerie Barbazanges,2.311042 , 48.872401
Q1491853,Q1491853,9.99886111 , 53.54819444
Q1491856,Q1491856,9.99508333 , 53.55091667
Q1491869,Galerie Konzett,16.369389 , 48.206194
Q1491947,Galería de Arte Mexicano,-99.187004 , 19.413186
Q1511776,Stable Gallery,-73.964 , 40.7729
Q1515087,Pulchri Studio,4.3118 , 52.08193
Q1538285,Irish Museum of Modern Art,-6.3 , 53.3429
Q1558600,National Art Gallery of Namibia,17.085638 , -22.562336
Q1567478,The Hepworth Wakefield,-1.491 , 53.676
Q1591119,Hauser & Wirth,9.120297 , 47.462543
Q1607765,LaM,3.150336 , 50.637444
Q1641836,Los Angeles County Museum of Art,-118.358 , 34.0629
Q1649688,Museum of Contemporary Art Tokyo,139.80805556 , 35.68
Q1665153,Institute of Contemporary Arts,-0.13061 , 51.5066
Q1669813,Q1669813,6.99704 , 49.2328
Q1756399,Tehran Museum of Contemporary Art,51.390481 , 35.711361
Q1792414,Kunsthalle Helsinki,24.931111111 , 60.172055555
Q1792425,Kunsthalle Zürich,8.52520278 , 47.38927778
Q1814654,Whitechapel Gallery,-0.070485 , 51.516
Q1851516,Walker Art Center,-93.288611111 , 44.968055555
Q1878912,galery Lyonel Feininger,11.135919444 , 51.786838888
Q1881229,MAXXI – National Museum of the 21st Century Arts,12.46648 , 41.92807
Q1950826,David Zwirner Gallery,-74.00701667 , 40.74580278
Q1983929,Q1983929,6.56833 , 53.22064
Q2004119,De Vishal,4.636667 , 52.381389
Q5477333,Foxy Production,-74.00622222 , 40.75194722
Q5484704,Franconia Sculpture Park,-92.7056 , 45.3825
Q5486082,Frank Curto Park,-79.9769 , 40.4512
Q5504731,Frist Center for the Visual Arts,-86.783889 , 36.157778
Q5510244,FusionArts Museum,-73.9903 , 40.7218
Q5512172,G. C. Murphy Building,-86.1408 , 39.7528
Q5518450,Galerie Louise Leiris,2.31083333 , 48.87777778
Q5518982,Gallery 339,-75.1764 , 39.947
Q5526923,Gasworks Gallery,-0.115833 , 51.485
Q5528081,Gavin Brown's Enterprise,-74.008 , 40.731
Q5566889,Glasgow Print Studio,-4.24682 , 55.857
Q5579863,Golden Thread Gallery,-5.925 , 54.604
Q5594399,Grand Central Art Galleries,-73.9768 , 40.7528
Q5597892,Graves Art Gallery,-1.46674 , 53.3801
Q5602572,Green Gallery,-73.9753 , 40.7637
Q5608112,Grey Area,2.37578056 , 48.84778056
Q5682581,Haunch of Venison,-0.1467 , 51.5135
Q5712671,Hemphill Fine Arts,-77.0318 , 38.9111
Q5905460,Horse Hospital,-0.124385 , 51.522767
Q5907922,Hosfelt Gallery,-122.405 , 37.7803
Q5919920,Howard House,-122.333 , 47.6025
Q5967520,I-20,-74.00633611 , 40.74877778
Q5972120,IMT Gallery,-0.0563889 , 51.5314
Q5982619,Ian Potter Museum of Art,144.964 , -37.7975
Q5996126,Ikon Gallery,-1.9125 , 52.4776
Q6008771,InIVA,-0.0794 , 51.5263
Q6033864,Puerto Rico Museum of Contemporary Art,-66.0744 , 18.45
Q6056711,Intersection for the Arts,-122.422 , 37.7658
Q6131542,James Cohan Gallery,-74.0042 , 40.7503
Q6152428,Jane Kahan Gallery,-73.965 , 40.7727
Q6163075,Jason McCoy Inc,-73.972 , 40.7622
Q6176452,Jehangir Art Gallery,72.831703 , 18.9274559
Q6177260,Jen Bekman Gallery,-73.9943 , 40.721
Q6185311,Jerwood Gallery,0.592772 , 50.8561
Q6185313,Jerwood Space,-0.0986111 , 51.5036
Q6237656,John Hansard Gallery,-1.3994 , 50.9362
Q6292752,José Luis Cuevas Museum,-99.12898333 , 19.43365278
Q6370131,Karen Woodbury Gallery,144.998 , -37.8286
Q6377782,Katonah Museum of Art,-73.6733 , 41.2628
Q6423681,Knoxville Museum of Art,-83.9253 , 35.9625
Q6424456,Kobo Gallery,139.767397 , 35.671974
Q6427106,Kolb Studio,-112.143 , 36.058
Q6456224,L.A. Louver,-118.471 , 33.9847
Q6497683,Lauba,15.940234 , 45.8112879
Q6503693,Lawndale Art Center,-95.3867 , 29.73
Q6546027,Light House Media Centre,-2.1234647 , 52.5870605
Q6559193,Lisson Gallery,-0.169162 , 51.5209
Q6594057,Q6594057,34.773472222 , 32.054472222
Q6698413,Lucy Mackintosh,6.6325 , 46.5133
Q6703189,Lumen Eclipse,-71.1191 , 42.3734
Q6716967,"MOCA, London",-0.0723611 , 51.468
Q6722886,Maccarone Inc,-74.0083 , 40.7308
Q6728060,Madison Museum of Contemporary Art,-89.38914 , 43.07458
Q6771667,Marlborough Fine Art,-0.141111 , 51.5083
Q6781268,Maryland Art Place,-76.6071 , 39.2895
Q6788253,Matt's Gallery,-0.035874 , 51.5194
Q6790924,Matthew Marks Gallery,-74.0052 , 40.7488
Q6791877,Mattress Factory,-80.0123 , 40.457
Q6800980,McDonough Museum of Art,-80.645 , 41.105
Q6835292,Michael Werner Gallery,-73.9642 , 40.7753
Q6841855,Middlesbrough Institute of Modern Art,-1.2327 , 54.5745
Q6859132,Miller Gallery at Carnegie Mellon University,-79.9432 , 40.4439
Q6878594,Mission Gallery,-3.9368 , 51.617
Q6888569,Modern Artists Gallery,-1.08819 , 51.4925
Q6889360,Modified Arts,-112.068 , 33.4585
Q6912519,Morley College,-0.11019 , 51.498
Q6913959,Morris and Helen Belkin Art Gallery,-123.25623 , 49.26816
Q6940520,Museo Universitario de Artes Populares María Teresa Pomar,-103.7223 , 19.24846667
Q6940538,Museo de Arte Contemporáneo de Monterrey,-100.31 , 25.669
Q6940816,Museum of Contemporary Art Cleveland,-81.6048 , 41.509
Q6940820,Museum of Contemporary Art of Georgia,-84.3954 , 33.812
Q6940822,Museum of Contemporary Canadian Art,-79.417 , 43.6447
Q6941054,Museum of Young Art,16.3664 , 48.212
Q6972835,National Gallery of Art Sculpture Garden,-77.023 , 38.8913
Q6990235,Nelly Duff,-0.0689 , 51.5296
Q2063533,Paula Cooper Gallery,-74.00685833 , 40.74700278
Q2090944,Old Men's Almshouse,4.781089 , 51.589664
Q2127611,Stampersgat watertower,4.442645 , 51.614083
Q2143255,Renaissance Society,-87.601 , 41.7892
Q2235294,Musée d'art contemporain de Montréal,-73.5661 , 45.5075
Q2297137,San Ildefonso College,-99.13065833 , 19.43605
Q2359938,Q2359938,9.73838 , 52.3692
Q2368947,Lismore Castle,-7.933 , 52.139
Q2420835,Miyanomori Art Museum,141.30245 , 43.05716111
Q2527311,Wexner Center for the Arts,-83.0094 , 40.0002
Q2667792,XYZ,3.731811 , 51.049728
Q2669644,Museum of Contemporary Art of Rome,12.50221667 , 41.912825
Q2679817,Dean Gallery,-3.224097222 , 55.951811111
Q2723096,Folk Art Museum,-99.14634444 , 19.433825
Q2821637,Abington Art Center,-75.1171 , 40.0924
Q2897763,Bauhaus Center Tel Aviv,34.774371111 , 32.076593055
Q2945065,Q2945065,2.26574 , 48.8126
Q2945076,Rosenthal Center for Contemporary Art,-84.5122 , 39.1028
Q2947292,Indica Gallery,-0.1377 , 51.5073
Q3021342,Deitch Projects,-74.0025 , 40.722
Q3038298,National Museum of Contemporary Art,23.742806 , 37.973137
Q3094600,Galerie Kamel Mennour,2.3399 , 48.8534
Q3094603,Q3094603,2.3399 , 48.8564
Q3094612,PaceWildenstein,-73.9694 , 40.767
Q3094624,Galerie Vallois,2.3367 , 48.8552
Q3094629,Q3094629,-72.5382 , 46.343
Q3106676,Gimpel fils,-0.1477 , 51.5117
Q3152226,"Institute of Contemporary Art, Boston",-71.0429 , 42.3528
Q3152800,Institute of Contemporary Art,-75.1948 , 39.9542
Q3224155,Le Magasin,5.70444444 , 45.1875
Q3232750,Les Foufounes Électriques,-73.563 , 45.511
Q3242206,21st Century Museum of Contemporary Art,136.658 , 36.5608
Q3329580,Istanbul Contemporary Art Museum,28.582469 , 41.13426
Q3329582,Museum of Contemporary Art Jacksonville,-81.6586 , 30.3293
Q3329594,musée d'art contemporain du Val-de-Marne,2.38722222 , 48.79277778
Q3329650,musée d'art moderne de Troyes,4.08027778 , 48.29972222
Q3330548,Museum of Contemporary Art,-80.1833 , 25.8904
Q3330551,Museo Tamayo Arte Contemporáneo,-99.18184444 , 19.42571944
Q3356201,Høstutstillingen,10.73076694 , 59.919377
Q3395851,Sakıp Sabancı Museum,29.053704 , 41.099116
Q3492259,South London Gallery,-0.07972222 , 51.47416667
Q3502860,La Sucrière,4.814908 , 45.737094
Q3520818,The Fabric Workshop and Museum,-75.1602 , 39.9539
Q3602929,A La Vieille Russie,-73.9728 , 40.7643
Q3736155,Hara Museum of Contemporary Art,139.73605556 , 35.62102778
Q3757723,Bologna Gallery of Modern Art,11.3369 , 44.5025
Q3859943,Modern Art Oxford,-1.2591 , 51.7507
Q3867868,Bologna Museum of Modern Art,11.3369 , 44.5025
Q3888740,Padiglione d'Arte Contemporanea,9.19944444 , 45.47277778
Q3915469,Watari Museum of Contemporary Art,139.713 , 35.6707
Q4052476,V2 Institute for the Unstable Media,4.476008 , 51.915504
Q4132355,Millennium Galleries,-1.46729 , 53.3796
Q4132367,Gallery of Contemporary Sculpture and Plastic Arts,30.4258 , 59.97
Q4149514,Gridchinhall,37.117 , 55.7568
Q4270045,Kerlin Gallery,-6.259553 , 53.340689
Q4339599,Q4339599,37.5872 , 55.7541
Q4349514,EMMA – Espoo Museum of Modern Art,24.79416667 , 60.17861111
Q4394471,Q4394471,37.6655 , 55.7568
Q4402028,Fruitmarket Gallery,-3.18888889 , 55.95138889
Q4410434,Mori Art Museum,139.72906667 , 35.66050556
Q4470362,HSU First Street Gallery,-124.167 , 40.8051
Q4473899,Zeno X,4.39344 , 51.2092
Q4532320,Erarta,30.2514 , 59.9321
Q4556499,Chichu Art Museum,133.98580278 , 34.44975833
Q4645169,8BC,-73.9858 , 40.7275
Q4650212,ABC No Rio,-73.9856 , 40.7192
Q4674763,Acquavella Galleries,-73.9626 , 40.7764
Q4693000,Agnes,-86.8181 , 33.5288
Q4706443,Alan Cristea Gallery,-0.1418 , 51.5107
Q4712862,Albus Cavus,-74.4327 , 40.4903
Q4713992,Aldrich Contemporary Art Museum,-73.4968 , 41.277
Q4727596,"Aljira, a Center for Contemporary Art",-74.1695 , 40.741
Q4745666,Americas Society,-73.965975 , 40.76883
Q7968287,Wapping Hydraulic Power Station,-0.0525 , 51.5067
Q7968924,Ward-Nasse Gallery,-74.002 , 40.7262
Q7974967,Wattis Institute for Contemporary Arts,-122.4 , 37.7672
Q8032280,Wood Street Galleries,-79.9994 , 40.4423
Q8032941,Woodlands House,0.0162769 , 51.4796
Q8040514,Wysing Arts Centre,-0.061 , 52.19
Q8043256,Xavier Hufkens,4.3685205 , 50.816120611
Q8063605,Zabriskie Gallery,-73.9628 , 40.7581
Q8063799,Zach Feuer Gallery,-74.007 , 40.7479
Q8071906,Zillah Bell Contemporary Art,-1.34421 , 54.2328
Q9072750,Sala Peres,2.17318889 , 41.38259444
Q10288078,Q10288078,-46.637141666 , -23.547313888
Q10859904,Stuckism International Gallery,-0.0811111 , 51.5264
Q11185055,100 Tonson Gallery,100.544437 , 13.739047
Q11292897,Gallery of Fine Arts in Ostrava,18.286806 , 49.834049
Q11722012,Hoogsteder & Hoogsteder,4.31283 , 52.08131
Q11946661,Sala Gaspar,2.16115 , 41.38852778
Q12072840,White Columns,-74.0043 , 40.7388
Q12110695,Courtauld Gallery,-0.11722222 , 51.51083333
Q14688488,Indianapolis Museum of Contemporary Art,-86.1408 , 39.7528
Q14706196,BravinLee programs,-74.00382 , 40.75005
Q14707215,REVERSE (art space),-73.951 , 40.718
Q14707450,The Living Museum,-73.73 , 40.736
Q14707817,Woodward Gallery,-73.9917 , 40.7189
Q14714242,Monongalia Arts Center,-79.9581 , 39.6281
Q14993374,The Showroom,-0.172778 , 51.5234
Q15031991,Universal Concepts Unlimited,-74.0043 , 40.7489
Q15117808,Kunsthaus Rust,16.675507 , 47.800869
Q15221999,Grafton Galleries,-0.1437 , 51.51
Q15228755,International Project Space,-1.9369 , 52.4304
Q15243269,MOT (gallery),-0.06027778 , 51.53555556
Q15263472,Office Baroque,4.343225 , 50.848406
Q15837803,OstLicht,16.389387 , 48.17209
Q15977195,Lonja del Pescado (Alicante),-0.48797 , 38.339039
Q15979243,Plymouth Arts Centre,-4.1373 , 50.3695
Q16069188,Galerie Ra,4.89319 , 52.3696
Q16245472,Aboriginal Gallery of Dreamings,145.066 , -37.9514
Q16334457,Chisenhale Gallery,-0.223 , 51.319
Q17574813,Q17574813,13.319394 , 52.45693
Q18071292,Galerie Rob Koudijs,4.882086111 , 52.370227777
Q18085744,Atkinson Art Gallery and Library,-3.0065 , 53.647
Q18577760,Maison d'Art,7.425009 , 43.739806
Q18583545,Jersey Museum and Art Gallery,-2.1072 , 49.1824
Q18591026,Schwarz Gallery,-75.170595 , 39.95159
Q18608321,Galerie Barthelmess & Wischnewski,13.311731 , 52.501011
Q18624392,Galerie Kovacek & Zetter,16.368503 , 48.207268
Q19831708,Toyisme Studio,6.911023888 , 52.786272222
Q19951965,Caverne du Pont-d'Arc,4.428055555 , 44.406944444
Q20936728,Q20936728,8.481883852 , 55.622526001
Q21043599,Q21043599,10.003888888 , 53.556944444
Q21051141,White Cube Gallery Novosibirsk,82.907604 , 55.009436
Q21637695,Q21637695,104.30247 , 52.29037
Q22691979,Q22691979,12.375193 , 51.344606
Q23305631,The Theatre Chipping Norton,-1.5452708 , 51.9429574
Q23559429,Q23559429,14.02557 , 48.1569
Q24050254,Vanessa Quang Gallery,2.365347 , 48.862472
Q24942720,Museum of Goa,73.795263 , 15.525516
Q26294517,Queen's Hall Arts Centre,-2.102581805 , 54.97052814
Q26504639,Art Gallery And Attached Balustrades  Former Public Library,-1.832667 , 52.68424
Q26519997,Pump House Gallery,-0.154809 , 51.479009
Q26560059,Falmouth Art Gallery And Library  Passmore Edwards Free Library,-5.072545 , 50.155671
Q27836486,Galerie der Kirchenkritik,11.182761111 , 48.89405
Q28056044,Galería H2O,2.153138888 , 41.40775
Q28134585,Paisnel Gallery,-0.1404306 , 51.5067225
Q28457011,Albemarle Gallery,-0.1411674 , 51.5080744
Q29083578,Centro de Arte Rafael Botí,-4.781666666 , 37.878805555
Q29441896,Michael Altman Fine Art,-73.9679641 , 40.7699804
Q30066271,TAKUSHINKAN,142.489444444 , 43.53
Q30889540,Q30889540,30.31488 , 59.936985
Q33100121,Richard Foncke Gallery,3.741239 , 51.058226
Q33100368,Galerie Arte Falco,4.408111 , 51.225476
Q33100455,Kunsthuis Tussenin,2.908856 , 51.225106
Q34807533,Gallery Sign,6.574663888 , 53.216255555
Q39267316,Q39267316,25.90598 , 71.04892
Q42544179,Cinema Theater,-88.208354 , 40.11276
Q780609,Q780609,7.589222222 , 47.562738888
Q24808815,Kunstkraftwerk,12.321555555 , 51.33075
Q28451507,The Tetley,-1.5397462 , 53.792093
Q668145,Island6,121.449316 , 31.247841
Q2685061,Q2685061,6.18083 , 51.76278
